actividad_id,nombre,categorias,descripcion_breve,latitud,longitud,direccion,calificaciones,precio,fecha_inicio,fecha_fin,horario_disponible,material_incluido,target_etario,redes_sociales,distrito,tags
66,Clase de Yoga,"Salud,Ejercicio",Relájate y mejora tu flexibilidad con clases de yoga.,-12.177802,-76.969229,Dirección #66-Clase de Yoga,2.4,60,2024-10-16,2024-10-19,"['Lunes 10:00 - 22:00', 'Sábado 14:00 - 24:00', 'Martes 14:00 - 20:00']",True,18-40,fb.com/clasedeyoga,lima este,"Salud,Bienestar"
67,Clase de Yoga,"Salud,Ejercicio",Relájate y mejora tu flexibilidad con clases de yoga.,-12.136929,-77.012531,Dirección #67-Clase de Yoga,1.5,0,2024-09-22,2024-09-23,"['Martes 14:00 - 20:00', 'Domingo 10:00 - 22:00', 'Sábado 14:00 - 24:00', 'Jueves 18:00 - 22:00']",True,18-40,fb.com/clasedeyoga,santiago de surco,"Salud,Bienestar"
68,Entrenamiento Personalizado,"Salud,Ejercicio",Alcanza tus metas con un entrenador personal.,-12.127528,-77.000396,Dirección #68-Entrenamiento Personalizado,2.4,20,2024-06-20,2024-06-25,"['Martes 14:00 - 20:00', 'Jueves 18:00 - 22:00']",True,25-50,fb.com/entrenamientopersonalizado,santiago de surco,"Salud,Ejercicio"
69,Tour en Bicicleta,"Deportes,Tour",Recorre la ciudad en un tour guiado en bicicleta.,-12.123818,-76.987291,Dirección #69-Tour en Bicicleta,2.7,100,2024-08-14,2024-08-19,"['Lunes 10:00 - 22:00', 'Sábado 14:00 - 24:00']",True,25-50,fb.com/tourenbicicleta,santiago de surco,"Deportes,Turismo"
70,Escalada en Roca,"Deportes,Aventura",Vive una aventura emocionante escalando paredes de roca.,-12.106952,-76.950337,Dirección #70-Escalada en Roca,0.8,100,2024-08-20,2024-08-25,"['Miércoles 16:00 - 20:00', 'Jueves 18:00 - 22:00', 'Domingo 10:00 - 22:00', 'Viernes 10:00 - 18:00', 'Sábado 14:00 - 24:00']",False,18-65,fb.com/escaladaenroca,santiago de surco,"Deportes,Aventura"
71,Clase de Baile,"Cultura,Danza",Aprende pasos de baile con los mejores instructores.,-12.1342,-77.009593,Dirección #71-Clase de Baile,1.2,0,2024-09-10,2024-09-15,"['Viernes 10:00 - 18:00', 'Martes 14:00 - 20:00']",True,25-50,fb.com/clasedebaile,santiago de surco,"Cultura,Danza"
72,Cata de Vinos,"Gastronomía,Experiencia",Descubre los mejores vinos con una cata guiada.,-12.19553,-76.976434,Dirección #72-Cata de Vinos,0.4,0,2024-08-30,2024-09-04,"['Viernes 10:00 - 18:00', 'Domingo 10:00 - 22:00', 'Martes 14:00 - 20:00', 'Lunes 10:00 - 22:00']",False,18-65,fb.com/catadevinos,lima este,"Gastronomía,Vinos"
73,Clase de Cocina Peruana,"Gastronomía,Clase",Aprende a cocinar platos típicos en una clase divertida.,-12.119272,-76.997101,Dirección #73-Clase de Cocina Peruana,2.8,0,2024-09-02,2024-09-07,"['Domingo 10:00 - 22:00', 'Viernes 10:00 - 18:00', 'Sábado 14:00 - 24:00', 'Martes 14:00 - 20:00', 'Lunes 10:00 - 22:00', 'Miércoles 16:00 - 20:00', 'Jueves 18:00 - 22:00']",False,18-40,fb.com/clasedecocinaperuana,santiago de surco,"Gastronomía,Cocina"
74,Entrenamiento Personalizado,"Salud,Ejercicio",Alcanza tus metas con un entrenador personal.,-12.141104,-76.975626,Dirección #74-Entrenamiento Personalizado,1.4,20,2024-10-07,2024-10-11,"['Domingo 10:00 - 22:00', 'Lunes 10:00 - 22:00', 'Jueves 18:00 - 22:00', 'Sábado 14:00 - 24:00', 'Viernes 10:00 - 18:00', 'Martes 14:00 - 20:00', 'Miércoles 16:00 - 20:00']",False,25-50,fb.com/entrenamientopersonalizado,santiago de surco,"Salud,Ejercicio"
75,Paseo a Caballo,"Naturaleza,Aventura",Disfruta de la naturaleza con un paseo a caballo.,-12.156705,-76.999025,Dirección #75-Paseo a Caballo,1.0,40,2024-05-17,2024-05-21,"['Miércoles 16:00 - 20:00', 'Domingo 10:00 - 22:00', 'Viernes 10:00 - 18:00', 'Lunes 10:00 - 22:00', 'Sábado 14:00 - 24:00']",True,18-40,fb.com/paseoacaballo,santiago de surco,"Naturaleza,Aventura"
76,Tour en Bicicleta,"Deportes,Tour",Recorre la ciudad en un tour guiado en bicicleta.,-12.14262,-76.957656,Dirección #76-Tour en Bicicleta,1.6,0,2024-05-25,2024-05-30,"['Viernes 10:00 - 18:00', 'Martes 14:00 - 20:00']",False,25-50,fb.com/tourenbicicleta,santiago de surco,"Deportes,Turismo"
77,Taller de Cerámica,"Arte,Taller",Crea piezas únicas en un taller de cerámica.,-12.154764,-76.954432,Dirección #77-Taller de Cerámica,2.6,0,2024-10-05,2024-10-08,"['Domingo 10:00 - 22:00', 'Martes 14:00 - 20:00', 'Lunes 10:00 - 22:00', 'Miércoles 16:00 - 20:00']",True,18-65,fb.com/tallerdecerámica,santiago de surco,"Arte,Manualidades"
78,Escalada en Roca,"Deportes,Aventura",Vive una aventura emocionante escalando paredes de roca.,-12.112518,-76.974731,Dirección #78-Escalada en Roca,2.0,20,2024-05-09,2024-05-11,"['Lunes 10:00 - 22:00', 'Domingo 10:00 - 22:00']",False,18-65,fb.com/escaladaenroca,santiago de surco,"Deportes,Aventura"
79,Paseo a Caballo,"Naturaleza,Aventura",Disfruta de la naturaleza con un paseo a caballo.,-12.195051,-76.997114,Dirección #79-Paseo a Caballo,2.0,40,2024-05-25,2024-05-26,"['Miércoles 16:00 - 20:00', 'Martes 14:00 - 20:00']",True,18-65,fb.com/paseoacaballo,lima este,"Naturaleza,Aventura"
80,Taller de Cerámica,"Arte,Taller",Crea piezas únicas en un taller de cerámica.,-12.144617,-77.000574,Dirección #80-Taller de Cerámica,2.9,40,2024-07-17,2024-07-19,"['Jueves 18:00 - 22:00', 'Domingo 10:00 - 22:00']",True,18-40,fb.com/tallerdecerámica,santiago de surco,"Arte,Manualidades"
81,Cata de Vinos,"Gastronomía,Experiencia",Descubre los mejores vinos con una cata guiada.,-12.160157,-77.002727,Dirección #81-Cata de Vinos,2.5,100,2024-05-03,2024-05-08,"['Domingo 10:00 - 22:00', 'Miércoles 16:00 - 20:00', 'Sábado 14:00 - 24:00', 'Lunes 10:00 - 22:00', 'Jueves 18:00 - 22:00', 'Viernes 10:00 - 18:00']",True,25-50,fb.com/catadevinos,santiago de surco,"Gastronomía,Vinos"
82,Tour en Bicicleta,"Deportes,Tour",Recorre la ciudad en un tour guiado en bicicleta.,-12.149197,-76.986328,Dirección #82-Tour en Bicicleta,1.1,0,2024-08-15,2024-08-17,"['Jueves 18:00 - 22:00', 'Domingo 10:00 - 22:00', 'Lunes 10:00 - 22:00', 'Martes 14:00 - 20:00', 'Sábado 14:00 - 24:00']",False,18-40,fb.com/tourenbicicleta,santiago de surco,"Deportes,Turismo"
83,Paseo a Caballo,"Naturaleza,Aventura",Disfruta de la naturaleza con un paseo a caballo.,-12.162375,-76.998245,Dirección #83-Paseo a Caballo,0.8,40,2024-09-17,2024-09-18,"['Lunes 10:00 - 22:00', 'Domingo 10:00 - 22:00', 'Martes 14:00 - 20:00', 'Miércoles 16:00 - 20:00', 'Sábado 14:00 - 24:00']",False,25-50,fb.com/paseoacaballo,santiago de surco,"Naturaleza,Aventura"
84,Tour en Bicicleta,"Deportes,Tour",Recorre la ciudad en un tour guiado en bicicleta.,-12.158618,-76.962984,Dirección #84-Tour en Bicicleta,1.9,100,2024-08-30,2024-09-01,"['Sábado 14:00 - 24:00', 'Lunes 10:00 - 22:00', 'Viernes 10:00 - 18:00', 'Domingo 10:00 - 22:00', 'Martes 14:00 - 20:00']",True,18-40,fb.com/tourenbicicleta,santiago de surco,"Deportes,Turismo"
85,Cata de Vinos,"Gastronomía,Experiencia",Descubre los mejores vinos con una cata guiada.,-12.193064,-76.96303,Dirección #85-Cata de Vinos,1.4,20,2024-07-09,2024-07-10,"['Miércoles 16:00 - 20:00', 'Sábado 14:00 - 24:00']",True,18-65,fb.com/catadevinos,lima este,"Gastronomía,Vinos"
86,Clase de Baile,"Cultura,Danza",Aprende pasos de baile con los mejores instructores.,-12.10149,-77.001067,Dirección #86-Clase de Baile,0.5,20,2024-09-21,2024-09-24,"['Domingo 10:00 - 22:00', 'Lunes 10:00 - 22:00', 'Martes 14:00 - 20:00', 'Jueves 18:00 - 22:00', 'Sábado 14:00 - 24:00', 'Miércoles 16:00 - 20:00']",True,18-40,fb.com/clasedebaile,santiago de surco,"Cultura,Danza"
87,Paseo a Caballo,"Naturaleza,Aventura",Disfruta de la naturaleza con un paseo a caballo.,-12.108498,-77.005203,Dirección #87-Paseo a Caballo,1.5,0,2024-10-24,2024-10-28,"['Sábado 14:00 - 24:00', 'Domingo 10:00 - 22:00', 'Viernes 10:00 - 18:00', 'Martes 14:00 - 20:00', 'Lunes 10:00 - 22:00', 'Jueves 18:00 - 22:00', 'Miércoles 16:00 - 20:00']",False,25-50,fb.com/paseoacaballo,santiago de surco,"Naturaleza,Aventura"
88,Cata de Vinos,"Gastronomía,Experiencia",Descubre los mejores vinos con una cata guiada.,-12.168791,-76.998159,Dirección #88-Cata de Vinos,2.1,40,2024-09-06,2024-09-07,"['Domingo 10:00 - 22:00', 'Miércoles 16:00 - 20:00', 'Lunes 10:00 - 22:00', 'Viernes 10:00 - 18:00', 'Jueves 18:00 - 22:00', 'Martes 14:00 - 20:00', 'Sábado 14:00 - 24:00']",False,25-50,fb.com/catadevinos,santiago de surco,"Gastronomía,Vinos"
89,Clase de Baile,"Cultura,Danza",Aprende pasos de baile con los mejores instructores.,-12.152756,-76.985638,Dirección #89-Clase de Baile,0.8,40,2024-09-06,2024-09-07,"['Miércoles 16:00 - 20:00', 'Domingo 10:00 - 22:00', 'Jueves 18:00 - 22:00', 'Lunes 10:00 - 22:00', 'Viernes 10:00 - 18:00']",False,18-40,fb.com/clasedebaile,santiago de surco,"Cultura,Danza"
90,Cata de Vinos,"Gastronomía,Experiencia",Descubre los mejores vinos con una cata guiada.,-12.167742,-77.005341,Dirección #90-Cata de Vinos,1.2,20,2024-10-11,2024-10-16,"['Domingo 10:00 - 22:00', 'Martes 14:00 - 20:00', 'Lunes 10:00 - 22:00', 'Jueves 18:00 - 22:00', 'Sábado 14:00 - 24:00', 'Viernes 10:00 - 18:00']",False,18-40,fb.com/catadevinos,santiago de surco,"Gastronomía,Vinos"
91,Tour en Bicicleta,"Deportes,Tour",Recorre la ciudad en un tour guiado en bicicleta.,-12.143654,-76.990492,Dirección #91-Tour en Bicicleta,0.9,100,2024-05-15,2024-05-19,"['Miércoles 16:00 - 20:00', 'Lunes 10:00 - 22:00', 'Domingo 10:00 - 22:00', 'Jueves 18:00 - 22:00', 'Martes 14:00 - 20:00']",False,25-50,fb.com/tourenbicicleta,santiago de surco,"Deportes,Turismo"
92,Curso de Fotografía,"Arte,Educación",Aprende técnicas de fotografía en un curso especializado.,-12.1017,-77.008585,Dirección #92-Curso de Fotografía,0.6,40,2024-07-06,2024-07-11,"['Lunes 10:00 - 22:00', 'Martes 14:00 - 20:00', 'Sábado 14:00 - 24:00']",True,18-40,fb.com/cursodefotografía,santiago de surco,"Arte,Fotografía"
93,Escalada en Roca,"Deportes,Aventura",Vive una aventura emocionante escalando paredes de roca.,-12.119386,-76.96683,Dirección #93-Escalada en Roca,0.6,100,2024-06-13,2024-06-15,"['Viernes 10:00 - 18:00', 'Miércoles 16:00 - 20:00']",True,18-65,fb.com/escaladaenroca,santiago de surco,"Deportes,Aventura"
94,Clase de Cocina Peruana,"Gastronomía,Clase",Aprende a cocinar platos típicos en una clase divertida.,-12.188514,-77.005336,Dirección #94-Clase de Cocina Peruana,2.2,0,2024-09-09,2024-09-13,"['Jueves 18:00 - 22:00', 'Sábado 14:00 - 24:00', 'Lunes 10:00 - 22:00', 'Martes 14:00 - 20:00', 'Miércoles 16:00 - 20:00', 'Domingo 10:00 - 22:00', 'Viernes 10:00 - 18:00']",True,18-40,fb.com/clasedecocinaperuana,lima este,"Gastronomía,Cocina"
95,Taller de Cerámica,"Arte,Taller",Crea piezas únicas en un taller de cerámica.,-12.102765,-77.008242,Dirección #95-Taller de Cerámica,1.6,60,2024-07-31,2024-08-05,"['Lunes 10:00 - 22:00', 'Sábado 14:00 - 24:00', 'Martes 14:00 - 20:00', 'Viernes 10:00 - 18:00', 'Domingo 10:00 - 22:00']",False,18-65,fb.com/tallerdecerámica,santiago de surco,"Arte,Manualidades"
96,Cata de Vinos,"Gastronomía,Experiencia",Descubre los mejores vinos con una cata guiada.,-12.180652,-76.991866,Dirección #96-Cata de Vinos,2.2,20,2024-09-27,2024-10-02,"['Jueves 18:00 - 22:00', 'Miércoles 16:00 - 20:00', 'Viernes 10:00 - 18:00', 'Sábado 14:00 - 24:00', 'Martes 14:00 - 20:00', 'Lunes 10:00 - 22:00', 'Domingo 10:00 - 22:00']",False,18-40,fb.com/catadevinos,lima este,"Gastronomía,Vinos"
97,Taller de Cerámica,"Arte,Taller",Crea piezas únicas en un taller de cerámica.,-12.162563,-76.959903,Dirección #97-Taller de Cerámica,0.6,40,2024-08-09,2024-08-12,"['Miércoles 16:00 - 20:00', 'Domingo 10:00 - 22:00']",False,25-50,fb.com/tallerdecerámica,santiago de surco,"Arte,Manualidades"
98,Escalada en Roca,"Deportes,Aventura",Vive una aventura emocionante escalando paredes de roca.,-12.188389,-77.007221,Dirección #98-Escalada en Roca,1.4,60,2024-08-04,2024-08-06,"['Lunes 10:00 - 22:00', 'Miércoles 16:00 - 20:00', 'Sábado 14:00 - 24:00', 'Viernes 10:00 - 18:00', 'Domingo 10:00 - 22:00']",True,25-50,fb.com/escaladaenroca,lima este,"Deportes,Aventura"
99,Paseo a Caballo,"Naturaleza,Aventura",Disfruta de la naturaleza con un paseo a caballo.,-12.124908,-76.979172,Dirección #99-Paseo a Caballo,0.6,40,2024-10-07,2024-10-10,"['Sábado 14:00 - 24:00', 'Viernes 10:00 - 18:00']",True,18-65,fb.com/paseoacaballo,santiago de surco,"Naturaleza,Aventura"
100,Taller de Cerámica,"Arte,Taller",Crea piezas únicas en un taller de cerámica.,-12.151253,-76.965876,Dirección #100-Taller de Cerámica,0.3,40,2024-05-26,2024-05-27,"['Domingo 10:00 - 22:00', 'Viernes 10:00 - 18:00', 'Martes 14:00 - 20:00']",True,18-40,fb.com/tallerdecerámica,santiago de surco,"Arte,Manualidades"
