tienda_id,nombre,categorias,latitud,longitud,direccion,calificaciones,rango_precios,metodos_pago,tamano_tienda,estacionamiento,horario_apertura,distrito,zona
4036,MUEBLES BERSON SAC,"furniture_store, home_goods_store, store",-12.196271,-76.93812799999999,"Jr. Solidaridad mza. D2 Lote 18 Parque Industrial, Villa EL Salvador",4.86,Alto,Efectivo,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
4037,PROYECTO 5 SAC,"furniture_store, home_goods_store, store",-12.1962683,-76.93812609999999,"Jr. Solidaridad Mza. D2 Lote Parque Industrial, Villa EL Salvador",5.0,Bajo,Transferencia,Pequeña,Sí,24 horas,Villa el Salvador,Lima Sur
4038,OMNILIFE SEDE VILLA EL SALVADOR,"grocery_or_supermarket, food, store",-12.1965818,-76.93807939999999,"R336+9Q7, Lima",4.5,Bajo,Efectivo,Grande,No,Horario laboral,Desconocido,Desconocido
4039,ANCELSA S.A.C.,Sin Categoría,-12.1915146,-76.94088409999999,"Mz. J Lote 7 Sector 8, PJ Municipal",3.0,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
4040,FIBRASER S.A.C.,Sin Categoría,-12.1931088,-76.9379388,"Ayacucho, Cercado de Lima",4.6,Alto,Transferencia,Grande,Sí,Horario laboral,Cercado de Lima,Lima Centro
4041,Parque Industrial,transit_station,-12.1963839,-76.93994880000001,Peru,4.359999999999999,Medio,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
4042,Safety vision sac,Sin Categoría,-12.195282,-76.941431,"Sector 1, grupo 4, Manzana F, Lt 19, Villa EL Salvador",3.0,Medio,Efectivo,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
4043,TRANSPORTES J&Z,moving_company,-12.1952668,-76.9413722,"Sector 1, grupo 4, Manzana F, Lt 19, Villa EL Salvador",1.0,Bajo,Transferencia,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
4044,Marine's,hair_care,-12.1955464,-76.9414257,"Avenida los Angeles 431, Villa EL Salvador",4.0,Medio,QR,Mediana,Sí,Horario laboral,Villa el Salvador,Lima Sur
4045,Bodega Hilda,parking,-12.1954976,-76.9413502,"Avenida los Angeles 421, Villa EL Salvador",3.2,Alto,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
4046,estacion parque industrial,Sin Categoría,-12.1955645,-76.941318,"Avenida los Angeles 425, Villa EL Salvador",4.0,Alto,Efectivo,Mediana,Sí,24 horas,Villa el Salvador,Lima Sur
4047,CHASKA SOLUCIONES INTEGRALES,Sin Categoría,-12.1954367,-76.9412598,051 Villa el Salvador,3.2,Alto,Transferencia,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
4048,FLAME CONTROL SAC,Sin Categoría,-12.1959284,-76.9416328,"sector 1, grupo 5, manzana A, lote 2, Villa EL Salvador",3.1,Bajo,Efectivo,Mediana,Sí,Fines de semana,Villa el Salvador,Lima Sur
4049,Terranova Group Service SAC,electrician,-12.1959173,-76.9420442,"Avenida los Angeles 487, Villa EL Salvador",2.0,Medio,Efectivo,Pequeña,No,24 horas,Villa el Salvador,Lima Sur
4050,ROGUEPORTI,store,-12.1947091,-76.9420931,"Calle 6, Villa EL Salvador",3.5200000000000005,Medio,Efectivo,Pequeña,Sí,24 horas,Villa el Salvador,Lima Sur
4051,"puchy""s","meal_takeaway, restaurant, food",-12.1959824,-76.9421377,"Avenida los Angeles 487, Villa EL Salvador",4.0600000000000005,Medio,Tarjeta de crédito,Grande,Sí,24 horas,Villa el Salvador,Lima Sur
4052,Botica OSISFARMA,"pharmacy, health, store",-12.1960517,-76.9422735,"Avenida los Angeles 501, Villa EL Salvador",4.5,Medio,QR,Pequeña,No,24 horas,Villa el Salvador,Lima Sur
4053,Taller Luis condori,Sin Categoría,-12.1959076,-76.9424858,Villa EL Salvador,4.0600000000000005,Bajo,Efectivo,Mediana,Sí,24 horas,Villa el Salvador,Lima Sur
4054,BODEGA CUBAS,food,-12.1959384,-76.9425176,"Avenida los Angeles, Villa EL Salvador",4.0600000000000005,Bajo,Efectivo,Pequeña,No,Fines de semana,Villa el Salvador,Lima Sur
4055,Casa arzu,Sin Categoría,-12.1965074,-76.9415729,"R335+99V, Lima",3.9,Bajo,Transferencia,Pequeña,Sí,24 horas,Desconocido,Desconocido
4056,Casa janeth,Sin Categoría,-12.1965117,-76.94156149999999,"R335+99W, Lima",3.9,Bajo,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
4057,Casa romy,lodging,-12.1965251,-76.94155959999999,"R335+99P, Lima",3.9,Medio,Transferencia,Pequeña,No,Horario laboral,Desconocido,Desconocido
4058,Bodega Roger 8888,"grocery_or_supermarket, store, food",-12.1941937,-76.9423395,"Avenida Separadora Industrial 794, Villa EL Salvador",4.32,Medio,Transferencia,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
4059,casa de maricuchi,lodging,-12.1965122,-76.9423687,"O, Villa EL Salvador",5.0,Bajo,Efectivo,Mediana,No,24 horas,Villa el Salvador,Lima Sur
4060,La estancia de lurin,Sin Categoría,-12.1963936,-76.94257209999999,"Mz g 24, Lurín",4.0600000000000005,Medio,Efectivo,Mediana,Sí,Fines de semana,Lurín,Lima Este
4061,Sector 1 Grupo Residencial 4,Sin Categoría,-12.1947345,-76.9429918,"Avenida Pacto Andino 475, Villa EL Salvador",3.9,Medio,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
4062,Libreria Juan Calin,store,-12.1960942,-76.9406677,"Avenida los Angeles 425, Villa EL Salvador",5.0,Bajo,Transferencia,Pequeña,No,24 horas,Villa el Salvador,Lima Sur
4063,Colegio Santillana,school,-12.1962971,-76.9427061,"Avenida los Angeles 565, Villa EL Salvador",4.0,Medio,QR,Mediana,No,Horario laboral,Villa el Salvador,Lima Sur
4064,My ho,Sin Categoría,-12.1957226,-76.94309299999999,"R334+PQ7, Avenida los Angeles &, Avenida Central, Villa EL Salvador",3.84,Alto,Tarjeta de crédito,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
4065,"R&D Arquitectura, Ingenieria y Construccion S.A.C.",Sin Categoría,-12.1951921,-76.9403849,"R335+WRH, Villa el Salvador",3.72,Alto,Efectivo,Pequeña,Sí,24 horas,Villa el Salvador,Lima Sur
4066,Mobiliario Educativo | Industrias Land Hogar,"furniture_store, home_goods_store, store",-12.1949571,-76.9403883,"Av. Separadora Industrial, Mz. B-2 Lt. 8B, Villa EL Salvador",4.6,Bajo,Tarjeta de crédito,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
4067,Bralinka S.A.C.,store,-12.1952916,-76.9432164,Villa EL Salvador,4.38,Medio,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
4068,Factoría Valdiviezo,Sin Categoría,-12.1948986,-76.9404022,"Av. Separadora Industrial Mz. B2 Lote 8, Villa EL Salvador",3.72,Medio,QR,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
4069,Servicio de Pintura Electrostatica al Horno - Industrias Land,Sin Categoría,-12.1950478,-76.9403301,"Parcela 1, Av. Separadora Industrial Mz. B2 Lt. 8, P.I.V.E.S Al costado de la Estación de Tren del Parque Industrial",3.72,Medio,Efectivo,Pequeña,Sí,24 horas,Desconocido,Desconocido
4070,INDUSTRIAS B & L OFFICE FURNITURE EIRL - INDUBLOF EIRL,Sin Categoría,-12.1945322,-76.94049749999999,"Avenida Separadora Industrial Mz. B2, Villa EL Salvador",3.72,Medio,Transferencia,Mediana,No,Fines de semana,Villa el Salvador,Lima Sur
4071,Grupo Mobiliario JRS,Sin Categoría,-12.1940979,-76.94092130000001,"av, Avenida Separadora Industrial mz A, Villa EL Salvador",5.0,Medio,Efectivo,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
4072,Casa,Sin Categoría,-12.1952022,-76.9433085,"K, Villa EL Salvador",4.38,Medio,Efectivo,Pequeña,Sí,24 horas,Villa el Salvador,Lima Sur
4073,Famutep Muebles,Sin Categoría,-12.1954336,-76.9401907,"parque industrial, av separadora industrial mz B2, Calle los Tecnicos con, Villa EL Salvador",3.72,Bajo,Efectivo,Pequeña,No,24 horas,Villa el Salvador,Lima Sur
4074,Parabrisas y Multiservicios Elohim SAC,general_contractor,-12.19553,-76.94019999999999,"Avenida Separadora Industrial MzB1 Lt38, Villa EL Salvador",3.72,Alto,Efectivo,Mediana,No,Horario laboral,Villa el Salvador,Lima Sur
4075,Librería Karina,store,-12.1966826,-76.9409696,"Sector 1 grupo 5 manzana C lote 14 Villa el salvador Municipalidad Metropolitana de Lima, Avenida los Angeles 431, Villa EL Salvador",4.24,Medio,Efectivo,Mediana,No,24 horas,Villa el Salvador,Lima Sur
4076,Pinta Colors (Lima - Sur),Sin Categoría,-12.1954287,-76.9401704,"R335+RWG, Calle los Tecnicos, Cercado de Lima",3.72,Medio,Transferencia,Pequeña,Sí,24 horas,Cercado de Lima,Lima Centro
4077,Agente Banco de la Nación,"bank, finance",-12.1943549,-76.94306069999999,Villa EL Salvador,4.28,Medio,Efectivo,Grande,Sí,Horario laboral,Villa el Salvador,Lima Sur
4078,Compu Zulia,Sin Categoría,-12.1943549,-76.94306069999999,"Mz M Lt 15, Villa EL Salvador",4.28,Medio,Efectivo,Pequeña,Sí,Fines de semana,Villa el Salvador,Lima Sur
4079,"INDUSTRIA ""SANCHEZ NK""",store,-12.1968574,-76.9368358,"Mz. E Parque Industrial, Avenida El Sol 3, Villa EL Salvador",3.8,Medio,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
4080,INNOMEC - Innovaciones y Mecanizados SAC,Sin Categoría,-12.1937198,-76.93722460000001,"Manzana A Lote 5, Parque Industrial, Villa El Salvador, Lima",5.0,Alto,QR,Mediana,Sí,Horario laboral,Villa el Salvador,Lima Sur
4081,Maesac,Sin Categoría,-12.1937382,-76.93742259999999,"Calle Uno Los Técnicos Parcela 2 Mz. A Lt. 07 Parque Industrial, Villa EL Salvador",3.62,Medio,Transferencia,Mediana,No,Fines de semana,Villa el Salvador,Lima Sur
4082,Donna Bella,"furniture_store, home_goods_store, store",-12.197096,-76.93680859999999,"Mz E-3 Lt 12, Avenida Solidaridad, Villa EL Salvador",5.0,Medio,Transferencia,Mediana,Sí,24 horas,Villa el Salvador,Lima Sur
4083,Cocinas Surge,"home_goods_store, general_contractor, store",-12.1970588,-76.9364379,"Parcela 2 Mz. E3 Lt.15 - Parque Industrial Villa el Salvador, Lima",3.3,Bajo,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
4084,INGEPLAS SRL,Sin Categoría,-12.192892,-76.9377332,"Ayacucho 328, Distrito de Lima",4.5,Bajo,Transferencia,Pequeña,No,Horario laboral,Desconocido,Desconocido
4085,Industrias Decorvar SAC,"furniture_store, home_goods_store, store",-12.1974949,-76.9358623,"R337+2M2, Lima",5.0,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
4086,Visual Grafhic,Sin Categoría,-12.1953995,-76.93430599999999,"Avenida Pachacutec 5355, Lima",4.4,Medio,Efectivo,Pequeña,Sí,Horario laboral,Desconocido,Desconocido
4087,Raices Peruanas,"restaurant, food",-12.1922511,-76.9370491,"Avenida Pachacutec Mz. 2, Lima",4.0,Medio,Tarjeta de crédito,Pequeña,No,Fines de semana,Desconocido,Desconocido
4088,Huamani Peru SAC,Sin Categoría,-12.1924314,-76.9346142,"Avenida 27 de Diciembre 170, Lima",4.159999999999999,Bajo,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
4089,TECNICA AVICOLA - TECAVI,food,-12.1949803,-76.9368901,"REF. ESPALDA DE SODIMAC, Parque Industrial, Villa EL Salvador",4.3,Medio,Tarjeta de crédito,Pequeña,Sí,24 horas,Villa el Salvador,Lima Sur
4090,Planta de Beneficio de Pollo - Atena,storage,-12.1949312,-76.9369004,"R347+26H, Avenida Pedro Huillca, Cercado de Lima",5.0,Medio,Efectivo,Grande,Sí,Horario laboral,Cercado de Lima,Lima Centro
4091,Aceros Arequipa,Sin Categoría,-12.1948271,-76.9370512,"R347+358, Avenida Pedro Huilca, Lima",3.3600000000000003,Bajo,Efectivo,Pequeña,Sí,24 horas,Desconocido,Desconocido
4092,MECOR PERU SAC,car_repair,-12.1948133,-76.9370739,"R347+35F, Avenida Pedro Huillca, Distrito de Lima",1.0,Medio,Efectivo,Pequeña,No,Fines de semana,Desconocido,Desconocido
4093,Jacovir Sac,storage,-12.195328,-76.9365662,"R337+V97 Calle E, Villa EL Salvador",3.5,Medio,Efectivo,Mediana,No,Horario laboral,Villa el Salvador,Lima Sur
4094,ATENAPERU,Sin Categoría,-12.1953125,-76.9365625,R337+V9,4.34,Medio,Efectivo,Pequeña,Sí,Horario laboral,Desconocido,Desconocido
4095,Cámaras Hiperbáricas Oxicab,Sin Categoría,-12.194568,-76.9372107,"Avenida Pedro Huillca 1247, Villa EL Salvador",3.0,Medio,QR,Mediana,Sí,Fines de semana,Villa el Salvador,Lima Sur
4096,Ecoladrillos.Pe,Sin Categoría,-12.1953459,-76.936345,Parque Industrial,4.34,Medio,Tarjeta de crédito,Pequeña,No,Horario laboral,Desconocido,Desconocido
4097,Industria lyl PIÑAS,Sin Categoría,-12.1961412,-76.93726629999999,"Parque Industrial, MZ D LOTE 18, Avenida El Sol, Lima",1.0,Alto,Tarjeta de crédito,Pequeña,No,Fines de semana,Desconocido,Desconocido
4098,Sol Spa Equipment,"furniture_store, home_goods_store, store",-12.1962486,-76.937553,"Avenida El Sol, Villa EL Salvador",3.0,Medio,Efectivo,Mediana,Sí,24 horas,Villa el Salvador,Lima Sur
4099,Kreamark,Sin Categoría,-12.1962517,-76.9375586,"Avenida El Sol Mza D, Villa EL Salvador",3.7,Medio,Efectivo,Mediana,No,Horario laboral,Villa el Salvador,Lima Sur
4100,Almacen Sercontec,storage,-12.1946476,-76.9363545,"R347+4FR, Lima",4.7,Medio,Tarjeta de crédito,Pequeña,No,Fines de semana,Desconocido,Desconocido
4101,Agropecuaria,Sin Categoría,-12.1944187,-76.9364748,"Avenida Industrial 5154, Villa EL Salvador",5.0,Medio,Efectivo,Pequeña,Sí,Horario laboral,Villa el Salvador,Lima Sur
4102,Tienda,store,-12.19443,-76.936439,"Avenida Industrial 5154, Villa EL Salvador",4.0,Medio,Efectivo,Pequeña,No,24 horas,Villa el Salvador,Lima Sur
4103,Melanova SAC,general_contractor,-12.1944599,-76.93247219999999,"Av. Jorge Chávez 304 mzC, Villa María del Triunfo",4.3,Medio,Transferencia,Mediana,No,24 horas,Villa María del Triunfo,Lima Sur
4104,Display Corp,Sin Categoría,-12.1940737,-76.9317509,"R349+97H, Villa María del Triunfo",3.5,Medio,QR,Pequeña,Sí,24 horas,Villa María del Triunfo,Lima Sur
4105,Fabrica carteras LUIGI,store,-12.1936447,-76.9318428,"Av. Simon Bolivar Nro. 145, Tablada de Lurin- Zona antigua Altura de Sodimac de Av. Pachacutec Villa María del Triunfo LIMA",3.9,Bajo,Tarjeta de crédito,Mediana,Sí,24 horas,Lurín,Lima Este
4106,SYM INGENIEROS S.C.R.Ltda.,general_contractor,-12.1917859,-76.9320092,"Cal. Inca Pachacutec N°172 Tablada de Lurin, 051",3.0,Medio,Tarjeta de crédito,Pequeña,Sí,Horario laboral,Lurín,Lima Este
4107,Cocinas Surge,"general_contractor, home_goods_store, store",-12.1970588,-76.9364379,"Parcela 2 Mz. E3 Lt.15 - Parque Industrial Villa el Salvador, Lima",3.3,Alto,Efectivo,Pequeña,No,24 horas,Villa el Salvador,Lima Sur
4108,GRUPO FOURCOMPUTER S.A.C,Sin Categoría,-12.1914437,-76.9308355,"El Misti 274, Lima",4.5,Bajo,Tarjeta de crédito,Mediana,Sí,Horario laboral,Desconocido,Desconocido
4109,FERRETERIA CASSELY,"hardware_store, store",-12.1910773,-76.9314303,"Avenida 27 de Diciembre 520, Villa María del Triunfo",3.8,Medio,Efectivo,Grande,No,24 horas,Villa María del Triunfo,Lima Sur
4110,Jose Maria Arguedas 6024,school,-12.1964793,-76.92987049999999,"R33C+C32, Mariscal Jose La Mar, Villa María del Triunfo",3.7,Medio,Efectivo,Pequeña,No,Fines de semana,Villa María del Triunfo,Lima Sur
4111,Corporacion Narvaez S.A.C (Lovato Perú),car_repair,-12.1953516,-76.9325894,"Avenida Industrial Mz. C Lt. 10, Villa María del Triunfo",4.0,Medio,Efectivo,Mediana,No,Fines de semana,Villa María del Triunfo,Lima Sur
4112,FABRICA DE MUEBLERIA EL TIGRE EIRL,Sin Categoría,-12.1954356,-76.9326335,"Jorge Chavez 412, Villa María del Triunfo",4.42,Bajo,QR,Pequeña,No,24 horas,Villa María del Triunfo,Lima Sur
4113,HYL servicio de Corte y Doblez,Sin Categoría,-12.1956474,-76.9322538,"JR, Mariscal Caceres 270, Villa María del Triunfo",5.0,Medio,Transferencia,Mediana,No,Fines de semana,Villa María del Triunfo,Lima Sur
4114,Campo Deportivo Maelza Sport,Sin Categoría,-12.1957694,-76.9325047,"Sub Lote 1H Zona Ind. Tablada de Lurin Zona Antigua, Villa María del Triunfo, Mariscal Caceres",4.1,Medio,QR,Pequeña,No,Horario laboral,Lurín,Lima Este
4115,Tabladadelurin,storage,-12.195068,-76.93215529999999,"Jorge Chavez 464, Villa María del Triunfo",5.0,Medio,Transferencia,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
4116,Maelza SAC,Sin Categoría,-12.195869,-76.9325893,"Calle Mariscal Cáceres y Av. Industrial Sub Lote 1H - 1G Zona Industrial, Villa María del Triunfo",5.0,Medio,Efectivo,Mediana,No,24 horas,Villa María del Triunfo,Lima Sur
4117,Asociación hijos de mollepata huancaray andahuaylas apurimac,Sin Categoría,-12.194794,-76.932784,"Jorge Chavez 382, Villa María del Triunfo",5.0,Medio,Efectivo,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
4118,Industria de Cascos N&S,Sin Categoría,-12.1952843,-76.9319454,"Avenida Jorge Chavez, Villa María del Triunfo",4.6,Bajo,Transferencia,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
4119,Negociaciones Huiman,Sin Categoría,-12.1955336,-76.9331468,Lima,4.42,Medio,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
4120,casa poma,lodging,-12.1949355,-76.9320015,"av jorge chavez mz o lt8, Villa María del Triunfo",5.0,Bajo,Tarjeta de crédito,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
4121,Muebles Layaex,Sin Categoría,-12.1955932,-76.93318409999999,"asociacion nuevo amanecer Referencia frente ala ex nene, Villa María del Triunfo",4.0,Medio,Tarjeta de crédito,Mediana,No,Fines de semana,Villa María del Triunfo,Lima Sur
4122,Avenida mariscal,park,-12.1959182,-76.9328775,"Calle Mariscal Cáceres y Av. Industrial Sub Lote 1H - 1G Zona Industrial, Villa María del Triunfo",3.62,Bajo,Efectivo,Mediana,Sí,Fines de semana,Villa María del Triunfo,Lima Sur
4123,Industrias centeno,shopping_mall,-12.1959587,-76.9323137,"espalda de grifo primax, Avenida Pachacútec con, Villa María del Triunfo",1.0,Medio,Transferencia,Mediana,Sí,24 horas,Villa María del Triunfo,Lima Sur
4124,CASA RAUL VERA,lodging,-12.195212,-76.93324299999999,"Jorge Chavez 382, Villa María del Triunfo",5.0,Bajo,QR,Pequeña,No,24 horas,Villa María del Triunfo,Lima Sur
4125,Casa Blanca,Sin Categoría,-12.1951465,-76.9332999,"R338+WMW, Los Artesanos, Lima",4.5200000000000005,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
4126,Tabliformas J y C,Sin Categoría,-12.1955618,-76.9317982,"Avenida Industrial 22, Distrito de Lima",4.0,Medio,Tarjeta de crédito,Pequeña,No,Horario laboral,Desconocido,Desconocido
4127,Melamina Muebles Nilton,"furniture_store, home_goods_store, store",-12.1957318,-76.9317153,"v m t, Jorge Chavez 523, Santiago de Surco",4.0,Alto,Efectivo,Mediana,No,24 horas,Santiago de Surco,Lima Sur
4128,D' Patty Hands,store,-12.1953446,-76.931579,"Jr, Jorge Chavez 467, Villa María del Triunfo",4.4,Medio,Efectivo,Grande,No,24 horas,Villa María del Triunfo,Lima Sur
4129,Impresiona,Sin Categoría,-12.1943383,-76.93270559999999,"R348+7W7, W, Villa María del Triunfo",4.86,Alto,Efectivo,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
4130,DESKREP ELECTRONICS,Sin Categoría,-12.1945121,-76.9319422,Jorge Chavez 377,4.5200000000000005,Alto,Efectivo,Mediana,No,Horario laboral,Desconocido,Desconocido
4131,MAQUISUR,Sin Categoría,-12.1958796,-76.9316608,"Av. Jorge Chávez Mz J Lote 4, Villa María del Triunfo",4.279999999999999,Alto,Efectivo,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
4132,Natural Life,store,-12.194421,-76.9319884,"Sector 2 Grupo 4 Mz H Lote 6, Villa EL Salvador",5.0,Medio,Efectivo,Mediana,Sí,24 horas,Villa el Salvador,Lima Sur
4133,Talleres,Sin Categoría,-12.1962997,-76.9332731,"R338+GPQ, Villa María del Triunfo",4.340000000000001,Medio,Transferencia,Pequeña,No,24 horas,Villa María del Triunfo,Lima Sur
4134,"Iglesia Evangelica ""Tabernaculo De Dios""",Sin Categoría,-12.1942232,-76.9320122,"Avenida Industrial 22, Lima",4.3,Medio,QR,Pequeña,No,Horario laboral,Desconocido,Desconocido
4135,MiniMarket MELCHORITA,store,-12.1948207,-76.93136659999999,"Simon Bolivar 340, Lima",3.0,Bajo,Tarjeta de crédito,Grande,No,Horario laboral,Desconocido,Desconocido
4136,Multi servicios perefrix,"hair_care, health",-12.194814,-76.93131489999999,"Simon Bolivar 340, Lima",4.5600000000000005,Medio,Tarjeta de crédito,Grande,No,24 horas,Desconocido,Desconocido
4137,Minimarket XIPIO,food,-12.1944177,-76.9315225,"Av. Simón Bolivar, Mz. O-1, Lt. 13, Villa María del Triunfo",4.8,Medio,Tarjeta de crédito,Grande,Sí,24 horas,Villa María del Triunfo,Lima Sur
4138,GENUS Soluciones de TI,Sin Categoría,-12.1950072,-76.93120379999999,"Av. Simón Bolivar 374, Tablada de Lurín, Lima",5.0,Medio,Efectivo,Mediana,No,Horario laboral,Lurín,Lima Este
4139,Inverciones jocema .s.a.c,Sin Categoría,-12.196061,-76.9337776,"R338+HFH, Avenida Pachacutec, La Esperanza",4.0,Medio,Transferencia,Pequeña,Sí,24 horas,Desconocido,Desconocido
4140,FAVAL S.A.C.,Sin Categoría,-12.1942248,-76.93162800000002,"Simon Bolivar 136-338, Lima",4.22,Medio,QR,Pequeña,No,Horario laboral,Desconocido,Desconocido
4141,Fumigacorpperu,Sin Categoría,-12.1959316,-76.9311824,"Avenida La Mariscala 101, Lima",4.279999999999999,Bajo,Efectivo,Pequeña,No,Horario laboral,Desconocido,Desconocido
4142,GRANITOS EXPRESS EIRL,"general_contractor, home_goods_store, store",-12.1964654,-76.9315756,"Jorge Chavez 464, Villa María del Triunfo",3.4799999999999995,Medio,Efectivo,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
4143,Indelar Decoraciones - Showroom y Fábrica,"home_goods_store, store",-12.1959238,-76.9311543,"Avenida La Mariscala 105, Villa EL Salvador",4.8,Medio,Efectivo,Pequeña,No,Horario laboral,Villa el Salvador,Lima Sur
4144,IGLESIA MOVIMIENTO MISIONERO MUNDIAL SIMON BOLIVAR,"church, place_of_worship",-12.1943718,-76.9313209,Simon Bolivar MZ. O2 LT. 11,4.26,Bajo,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
4145,M.R & Z.R Transportes y Servicios S.R.L.,moving_company,-12.193094,-76.92617729999999,"Avenida La Mariscala 565, Villa María del Triunfo",2.6,Medio,Efectivo,Pequeña,No,24 horas,Villa María del Triunfo,Lima Sur
4146,Papel Blanco,"grocery_or_supermarket, store, food",-12.1931727,-76.92558489999999,"R34F+PQM, Jiron Arica, Villa María del Triunfo",3.0,Alto,Efectivo,Pequeña,No,Fines de semana,Villa María del Triunfo,Lima Sur
4147,Faire Eine Welt e.V. Kinderheim Tablada,Sin Categoría,-12.1950398,-76.9245629,"Jiron Arica 118, Villa María del Triunfo",4.2,Medio,QR,Pequeña,No,Horario laboral,Villa María del Triunfo,Lima Sur
4148,Granitos Lima,"home_goods_store, store",-12.1962988,-76.9314867,Villa María del Triunfo,3.8,Medio,QR,Mediana,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
4149,Fabrica carteras LUIGI,store,-12.1936447,-76.9318428,"Av. Simon Bolivar Nro. 145, Tablada de Lurin- Zona antigua Altura de Sodimac de Av. Pachacutec Villa María del Triunfo LIMA",3.9,Medio,Efectivo,Pequeña,Sí,Fines de semana,Lurín,Lima Este
4150,IGLESIA FUENTE DE BENDICION,"church, place_of_worship",-12.1910842,-76.927735,"R35C+HW6, Republica, Distrito de Lima",4.22,Bajo,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
4151,Plaza San Francisco,park,-12.1954601,-76.92801530000001,"Jose Olaya 571, Lima",4.2,Medio,Tarjeta de crédito,Mediana,No,24 horas,Desconocido,Desconocido
4152,Casa,Sin Categoría,-12.1957672,-76.9281474,San Francisco 389,5.0,Bajo,Transferencia,Pequeña,Sí,Horario laboral,Desconocido,Desconocido
4153,Elige Tu,Sin Categoría,-12.1947991,-76.9277331,"Mariscal Jose La Mar Nro. 550, Callao",5.0,Bajo,Efectivo,Pequeña,No,Fines de semana,Callao,Callao
4154,Colegio Miguel Grau Tablada Zona Antigua,school,-12.1959802,-76.9281524,"R33C+JP5, Concordia, Lima",3.9,Medio,Efectivo,Grande,No,Fines de semana,Desconocido,Desconocido
4155,Familia Salas,Sin Categoría,-12.1960051,-76.9282312,"San Francisco 328, Lima",4.48,Bajo,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
4156,Casa en alquiler,store,-12.1946415,-76.9278108,Mariscal Jose La Mar 435,5.0,Medio,Efectivo,Pequeña,No,24 horas,Desconocido,Desconocido
4157,Libreria Copias Joao,"book_store, store",-12.196007,-76.92847569999999,"San Francisco 357, Lima",4.48,Alto,Efectivo,Mediana,Sí,Horario laboral,Desconocido,Desconocido
4158,LA BASE TABLADA CITY,Sin Categoría,-12.1946153,-76.928541,"Avenida La Mariscala 400, Villa María del Triunfo",4.8,Bajo,Efectivo,Mediana,No,24 horas,Villa María del Triunfo,Lima Sur
4159,IEP ALMIRANTE MIGUEL GRAU SEMINARIO,school,-12.1962776,-76.9284456,"San Francisco 386, Villa María del Triunfo",4.48,Alto,QR,Mediana,No,Horario laboral,Villa María del Triunfo,Lima Sur
4160,Reposteria 'DulceSabor',"restaurant, food",-12.1956014,-76.926904,"15086, Villa María del Triunfo",4.619999999999999,Bajo,Efectivo,Pequeña,No,Fines de semana,Villa María del Triunfo,Lima Sur
4161,"Jose Olaya, 361",transit_station,-12.19447,-76.92857,Peru,4.8,Medio,QR,Grande,No,24 horas,Desconocido,Desconocido
4162,Av José paez,Sin Categoría,-12.1953284,-76.9268541,"R33F+V76, Villa María del Triunfo",4.619999999999999,Bajo,Transferencia,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
4163,Iglesia los mormones,"church, place_of_worship",-12.1953284,-76.9268541,"R33F+V76, Villa María del Triunfo",4.619999999999999,Medio,Transferencia,Pequeña,Sí,Horario laboral,Villa María del Triunfo,Lima Sur
4164,Muebleria M&Q,Sin Categoría,-12.1953284,-76.9268541,"R33F+V76, Lurin calle, Lurín",4.619999999999999,Alto,QR,Mediana,Sí,Horario laboral,Lurín,Lima Este
